high frequency data, created:, 07-Apr-2021
GC-MD, Mace Head, Ireland, Lat.:, 53.33, 53.33N, Lon.:, -9.9, 9.9W, Alt:, 5, m above sea level
 
CREDIT FOR USE: This is a formal notification for data users. 
For scientific purposes access to these data is unlimited and 
provided without charge. By their use you accept that an offer 
of co-authorship will be made through personal contact with the
data providers or owners whenever substantial use is made of 
their data. In all cases an acknowledgement must be made to the
data providers or owners and the data centre when these data are
used within a publication.
CONTACT POINT: s.odoherty@bristol.ac.uk; dickon.young@bristol.ac.uk; raywang@eas.gatech.edu 

The time (mm/dd/yyyy hh:mm) indicates sample time
scale:, --, --, --, --, SIO-05, --, SIO-05, --, SIO-05, --, SIO-05, --, SIO-16, --, SIO-05, --, TU1987, --, SIO-98, --, CSIRO-94, --, MPI-2009, --
unit:, --, --, --, --, ppt, --, ppt, --, ppt, --, ppt, --, ppb, --, ppt, --, ppb, --, ppt, --, ppb, --, ppb, --
mm/dd/yyyy hh:mm, year, month, day, hour, min, CFC-11, flag, CFC-12, flag, CH3CCl3, flag, CCl4, flag, N2O, flag, CFC-113, flag, CH4, flag, CHCl3, flag, CO, flag, H2 flag
01/01/2015 01:07, 2015, 1, 1, 1, 7, , , , , -99.990, , , , , , -99.990, , 1921.197, , , , 122.109, , 513.863, 
01/01/2015 01:47, 2015, 1, 1, 1, 47, , , , , -99.990, , 83.167, , , , -99.990, , 1919.605, , 13.656, , 121.726, , 515.190, 
01/01/2015 02:27, 2015, 1, 1, 2, 27, 233.536, , 520.915, , -99.990, , 83.242, , 328.980, , -99.990, , 1918.234, , 13.704, , 121.170, , 511.463, 
01/01/2015 03:07, 2015, 1, 1, 3, 7, 233.641, , 520.954, , -99.990, , 82.808, , 328.743, , -99.990, , 1920.150, , 13.974, , 120.777, , 515.698, 
01/01/2015 03:47, 2015, 1, 1, 3, 47, 233.705, , 520.988, , -99.990, , 83.116, , 329.253, , -99.990, , 1916.859, , 13.131, , 121.074, , 515.300, 
01/01/2015 04:27, 2015, 1, 1, 4, 27, 233.925, , 520.938, , -99.990, , 83.227, , 329.175, , -99.990, , 1918.137, , 13.982, , 120.231, , 515.823, 
01/01/2015 05:07, 2015, 1, 1, 5, 7, 232.852, , 520.483, , -99.990, , , , 328.945, , -99.990, , 1920.481, , 13.722, , 120.333, , 517.226, 
01/01/2015 05:47, 2015, 1, 1, 5, 47, 234.195, , 521.170, , -99.990, , 82.842, , 329.056, , -99.990, , 1921.649, , 13.066, , 120.311, , 515.877, 
01/01/2015 06:27, 2015, 1, 1, 6, 27, 233.337, , 521.409, , -99.990, , 82.264, , 329.407, , -99.990, , 1914.523, , 13.586, , 118.230, , 524.087, 
01/01/2015 07:07, 2015, 1, 1, 7, 7, 233.338, , 521.372, , -99.990, , 82.281, , 329.269, , -99.990, , 1904.197, , 12.976, , 115.933, , 517.874, 
01/01/2015 07:47, 2015, 1, 1, 7, 47, 233.506, , 520.878, , -99.990, , 83.183, , 329.086, , -99.990, , 1900.211, , 12.802, , 113.755, , 521.494, 
01/01/2015 08:27, 2015, 1, 1, 8, 27, 233.368, , 520.914, , -99.990, , 82.254, , 329.068, , -99.990, , 1894.663, , 12.360, , 110.404, , 519.011, 
01/01/2015 09:07, 2015, 1, 1, 9, 7, 233.112, , 520.653, , -99.990, , 83.794, , 329.070, , -99.990, , 1887.943, , 12.859, , 108.118, , 523.176, 
01/01/2015 09:47, 2015, 1, 1, 9, 47, 233.065, , 520.982, , -99.990, , 82.306, , 329.054, , -99.990, , 1893.877, , 12.693, , 109.027, , 524.189, 
01/01/2015 10:27, 2015, 1, 1, 10, 27, 233.530, , 520.911, , -99.990, , 82.230, , 328.599, , -99.990, , 1895.847, , 12.165, , 110.353, , 520.980, 
01/01/2015 11:07, 2015, 1, 1, 11, 7, 233.220, , 520.723, , -99.990, , 82.794, , 328.995, , -99.990, , 1895.277, , 12.573, , 110.695, , 520.265, 
01/01/2015 11:47, 2015, 1, 1, 11, 47, 233.737, , 521.311, , -99.990, , 82.721, , 328.937, , -99.990, , 1898.737, , 12.515, , 110.702, , 519.021, 
01/01/2015 12:27, 2015, 1, 1, 12, 27, 233.571, , 520.834, , -99.990, , 82.839, , 328.841, , -99.990, , 1895.632, , 12.223, , 110.786, , 523.133, 
01/01/2015 13:07, 2015, 1, 1, 13, 7, 233.678, , 521.578, , -99.990, , 83.078, , 328.684, , -99.990, , 1897.836, , 13.415, , 111.986, , 521.370, 
01/01/2015 13:47, 2015, 1, 1, 13, 47, 233.475, , 521.395, , -99.990, , 82.557, , 328.674, , -99.990, , 1897.427, , 13.394, , 112.691, , 521.709, 
01/01/2015 14:27, 2015, 1, 1, 14, 27, 233.117, , 521.020, , -99.990, , 82.823, , 328.987, , -99.990, , 1899.106, , 13.086, , 112.154, , 521.904, 
01/01/2015 15:07, 2015, 1, 1, 15, 7, 233.772, , 521.814, , -99.990, , 82.257, , 329.381, , -99.990, , 1896.831, , 13.113, , 112.319, , 527.728, 
01/01/2015 15:47, 2015, 1, 1, 15, 47, 232.917, , 521.748, , -99.990, , 82.178, , 328.983, , -99.990, , 1899.615, , 12.739, , 111.617, , 524.811, 
01/01/2015 16:27, 2015, 1, 1, 16, 27, 233.364, , 520.733, , -99.990, , 82.468, , 328.903, , -99.990, , 1894.921, , 13.081, , 111.331, , 529.585, 
01/01/2015 17:07, 2015, 1, 1, 17, 7, 233.492, , 520.380, , -99.990, , 83.034, , 328.792, , -99.990, , 1904.384, , 13.119, , 113.087, , 524.283, 
01/01/2015 17:47, 2015, 1, 1, 17, 47, 233.672, , 521.177, , -99.990, , 82.896, , 329.072, , -99.990, , 1909.723, , 13.247, , 117.361, , 516.314, 
01/01/2015 18:27, 2015, 1, 1, 18, 27, 233.831, , 521.396, , -99.990, , 82.492, , 329.177, , -99.990, , 1907.872, , 13.725, , 121.039, , 518.074, 
01/01/2015 19:07, 2015, 1, 1, 19, 7, 233.766, , 521.313, , -99.990, , 82.893, , 328.678, , -99.990, , 1910.369, , 13.688, , 121.914, , 510.693, 
01/01/2015 19:47, 2015, 1, 1, 19, 47, 233.393, , 521.807, , -99.990, , 82.446, , 328.821, , -99.990, , 1904.880, , 12.954, , 121.085, , 508.363, 
01/01/2015 20:27, 2015, 1, 1, 20, 27, 233.765, , 521.309, , -99.990, , 83.040, , 329.084, , -99.990, , 1907.812, , 14.051, , 122.316, , 513.660, 
01/01/2015 21:07, 2015, 1, 1, 21, 7, 233.712, , 521.468, , -99.990, , 82.672, , 328.781, , -99.990, , 1910.170, , 13.543, , 122.271, , 512.358, 
01/01/2015 21:47, 2015, 1, 1, 21, 47, 233.451, , 521.167, , -99.990, , 83.371, , 328.938, , -99.990, , 1906.240, , 15.261, , 123.471, , 511.593, 
01/01/2015 22:27, 2015, 1, 1, 22, 27, 233.271, , 521.693, , -99.990, , 82.755, , 328.963, , -99.990, , 1905.898, , 13.488, , 124.133, , 510.596, 
01/01/2015 23:07, 2015, 1, 1, 23, 7, 233.250, , 521.172, , -99.990, , 81.938, , 328.850, , -99.990, , 1908.998, , 14.432, , 124.141, , 504.714, 
