high frequency data, created:, 07-Apr-2021
GC-MD, Mace Head, Ireland, Lat.:, 53.33, 53.33N, Lon.:, -9.9, 9.9W, Alt:, 5, m above sea level
 
CREDIT FOR USE: This is a formal notification for data users. 
For scientific purposes access to these data is unlimited and 
provided without charge. By their use you accept that an offer 
of co-authorship will be made through personal contact with the
data providers or owners whenever substantial use is made of 
their data. In all cases an acknowledgement must be made to the
data providers or owners and the data centre when these data are
used within a publication.
CONTACT POINT: s.odoherty@bristol.ac.uk; dickon.young@bristol.ac.uk; raywang@eas.gatech.edu 

The time (mm/dd/yyyy hh:mm) indicates sample time
scale:, --, --, --, --, SIO-05, --, SIO-05, --, SIO-05, --, SIO-05, --, SIO-16, --, SIO-05, --, TU1987, --, SIO-98, --, CSIRO-94, --, MPI-2009, --
unit:, --, --, --, --, ppt, --, ppt, --, ppt, --, ppt, --, ppb, --, ppt, --, ppb, --, ppt, --, ppb, --, ppb, --
mm/dd/yyyy hh:mm, year, month, day, hour, min, CFC-11, flag, CFC-12, flag, CH3CCl3, flag, CCl4, flag, N2O, flag, CFC-113, flag, CH4, flag, CHCl3, flag, CO, flag, H2 flag
01/01/2004 00:45, 2004, 1, 1, 0, 45, , , , , , , , , , , , , 1856.566, , , , , , 506.737, 
01/01/2004 01:25, 2004, 1, 1, 1, 25, , , , , 25.044, , 94.457, , , , , , 1852.835, , 12.019, , 129.534, , 504.023, 
01/01/2004 02:05, 2004, 1, 1, 2, 5, 254.488, , , , 24.516, , , , 319.443, , , , 1855.847, , 11.029, , 129.667, , 509.229, 
01/01/2004 02:45, 2004, 1, 1, 2, 45, 254.251, , 546.497, , 23.636, , 93.539, , 319.057, , 79.807, , 1854.473, , , , 130.889, , 508.501, 
01/01/2004 03:25, 2004, 1, 1, 3, 25, 254.260, , 546.253, , 23.939, , 94.014, , 319.225, , 79.486, , 1853.042, , 11.185, , 131.640, , 512.237, 
01/01/2004 04:05, 2004, 1, 1, 4, 5, 254.134, , 545.687, , 24.819, , 93.866, , 318.984, , 79.712, , 1858.121, , 11.463, , 132.423, , 507.537, 
01/01/2004 04:45, 2004, 1, 1, 4, 45, 254.433, , 546.094, , 24.845, , 94.807, , 319.298, , 79.817, , 1854.471, , 11.962, , 132.079, , 509.602, 
01/01/2004 05:25, 2004, 1, 1, 5, 25, 254.102, , 545.885, , 24.612, , 94.017, , 319.030, , 79.923, , 1855.134, , , , 130.504, , 512.469, 
01/01/2004 06:05, 2004, 1, 1, 6, 5, 254.607, , 546.096, , 24.817, , 94.487, , 319.105, , 80.071, , 1861.463, , , , 131.227, , 503.071, 
01/01/2004 06:45, 2004, 1, 1, 6, 45, 253.838, , 545.789, , 24.001, , 93.291, , 319.021, , 79.427, , 1855.221, , 10.925, , 131.483, , 503.381, 
01/01/2004 07:25, 2004, 1, 1, 7, 25, 254.203, , 546.000, , , , 94.017, , 318.914, , 79.607, , 1850.401, , 10.751, , 130.392, , 504.805, 
01/01/2004 08:05, 2004, 1, 1, 8, 5, 253.740, , 546.310, , 24.544, , 94.198, , 319.246, , 80.077, , 1848.857, , 11.585, , 130.919, , 501.928, 
01/01/2004 08:45, 2004, 1, 1, 8, 45, 254.286, , 546.379, , 24.556, , 93.905, , 319.355, , 79.938, , 1858.400, , 11.717, , 129.315, , 509.309, 
