high frequency data, created:, 07-Apr-2021
GC-MD, Mace Head, Ireland, Lat.:, 53.33, 53.33N, Lon.:, -9.9, 9.9W, Alt:, 5, m above sea level
 
CREDIT FOR USE: This is a formal notification for data users. 
For scientific purposes access to these data is unlimited and 
provided without charge. By their use you accept that an offer 
of co-authorship will be made through personal contact with the
data providers or owners whenever substantial use is made of 
their data. In all cases an acknowledgement must be made to the
data providers or owners and the data centre when these data are
used within a publication.
CONTACT POINT: s.odoherty@bristol.ac.uk; dickon.young@bristol.ac.uk; raywang@eas.gatech.edu 

The time (mm/dd/yyyy hh:mm) indicates sample time
scale:, --, --, --, --, SIO-05, --, SIO-05, --, SIO-05, --, SIO-05, --, SIO-16, --, SIO-05, --, TU1987, --, SIO-98, --, CSIRO-94, --, MPI-2009, --
unit:, --, --, --, --, ppt, --, ppt, --, ppt, --, ppt, --, ppb, --, ppt, --, ppb, --, ppt, --, ppb, --, ppb, --
mm/dd/yyyy hh:mm, year, month, day, hour, min, CFC-11, flag, CFC-12, flag, CH3CCl3, flag, CCl4, flag, N2O, flag, CFC-113, flag, CH4, flag, CHCl3, flag, CO, flag, H2 flag
01/01/2009 00:35, 2009, 1, 1, 0, 35, 244.358, , 538.361, , 10.655, , 89.390, , 324.443, P, 77.076, P, 1976.190, P, 15.094, P, 204.415, P, 506.444, 
01/01/2009 01:15, 2009, 1, 1, 1, 15, 244.302, , 538.373, , 10.604, , 88.882, , 324.199, P, 76.382, , 1973.808, P, 15.522, P, 206.115, P, 507.622, 
01/01/2009 01:55, 2009, 1, 1, 1, 55, 244.327, , 538.390, , 9.896, , 88.771, , 323.930, , 76.776, , 1968.031, P, 14.547, P, 198.771, P, 504.303, 
01/01/2009 02:35, 2009, 1, 1, 2, 35, 244.796, P, 538.571, , 10.298, , 89.752, P, 324.487, P, 76.908, , 1995.417, P, 17.248, P, 220.496, P, 517.377, 
01/01/2009 03:15, 2009, 1, 1, 3, 15, 244.714, P, 538.376, , 9.926, , 89.914, P, 324.559, P, 77.013, , 2005.828, P, 19.007, P, 217.329, P, 517.021, 
01/01/2009 03:55, 2009, 1, 1, 3, 55, 244.682, P, 538.447, , 10.356, , 89.557, , 324.353, P, 77.212, P, 2021.297, P, 18.779, P, 223.506, P, 513.437, 
01/01/2009 04:35, 2009, 1, 1, 4, 35, 244.683, P, 538.375, , 9.821, , 89.904, P, 324.713, P, 76.890, , 2019.740, P, 16.843, P, 221.993, P, 517.254, 
01/01/2009 05:15, 2009, 1, 1, 5, 15, 244.751, P, 538.329, , 10.162, , 90.199, P, 324.251, P, 76.960, , 2009.089, P, 16.325, P, 216.848, P, 515.191, 
01/01/2009 05:55, 2009, 1, 1, 5, 55, 244.633, P, 538.689, , 10.201, , 90.041, P, 324.000, P, 76.575, , 2002.801, P, 17.229, P, 211.065, P, 509.627, 
01/01/2009 06:35, 2009, 1, 1, 6, 35, 244.627, P, 538.675, , 9.242, , 90.217, P, 324.807, P, 76.755, , 1997.706, P, 16.738, P, 206.242, P, 512.300, 
01/01/2009 07:15, 2009, 1, 1, 7, 15, 244.583, P, 538.461, , 9.511, , 90.231, P, 324.466, P, 76.811, , 2008.855, P, 16.806, P, 203.576, P, 514.035, 
01/01/2009 07:55, 2009, 1, 1, 7, 55, 244.622, P, 537.866, , 10.202, , 89.795, P, 324.059, P, 76.537, , 1997.305, P, 16.201, P, 202.032, P, 507.103, 
01/01/2009 08:35, 2009, 1, 1, 8, 35, 244.896, P, 538.359, , 10.290, , 90.415, P, 324.835, P, 76.638, , 1993.238, P, 16.299, P, 199.013, P, 509.238, 
01/01/2009 09:15, 2009, 1, 1, 9, 15, 244.558, P, 538.196, , 10.482, , 89.792, P, 324.426, P, 77.180, P, 1978.721, P, 15.956, P, 195.767, P, 508.528, 
01/01/2009 09:55, 2009, 1, 1, 9, 55, 244.608, P, 538.388, , 9.958, , 90.515, P, 324.135, P, 76.976, , 1974.761, P, 16.269, P, 193.696, P, 510.596, 
01/01/2009 10:35, 2009, 1, 1, 10, 35, 244.656, P, 538.382, , 10.027, , 90.448, P, 324.466, P, 76.353, , 1979.494, P, 18.494, P, 195.860, P, 514.438, 
01/01/2009 11:15, 2009, 1, 1, 11, 15, 244.723, P, 538.463, , 10.214, , 91.143, P, 324.453, P, 77.183, P, 1985.413, P, 19.721, P, 200.593, P, 519.095, 
01/01/2009 11:55, 2009, 1, 1, 11, 55, 244.700, P, 538.367, , 9.599, , 90.741, P, 324.381, P, 76.931, , 1998.165, P, 20.668, P, 209.667, P, 517.584, 
01/01/2009 12:35, 2009, 1, 1, 12, 35, 245.202, P, 538.658, , 10.144, , 90.448, P, 325.162, P, 77.125, P, 2021.577, P, 20.018, P, 225.201, P, 521.947, P
01/01/2009 13:15, 2009, 1, 1, 13, 15, 245.404, P, 538.498, , 9.841, , 91.753, P, 325.281, P, 76.756, , 2056.733, P, 22.412, P, 251.828, P, 533.580, P
01/01/2009 13:55, 2009, 1, 1, 13, 55, 246.042, P, 539.119, P, 10.248, , 92.672, P, 324.824, P, 76.171, , 2052.986, P, 22.382, P, 267.970, P, 536.064, P
01/01/2009 14:35, 2009, 1, 1, 14, 35, 246.053, P, 539.570, P, 10.014, , 97.022, P, 325.570, P, 77.403, P, 2075.538, P, 23.008, P, 277.465, P, 541.216, P
01/01/2009 15:15, 2009, 1, 1, 15, 15, 246.437, P, 539.549, P, 10.546, , 98.251, P, 325.185, P, 77.810, P, 2091.522, P, 23.360, P, 296.099, P, 542.994, P
01/01/2009 15:55, 2009, 1, 1, 15, 55, 246.244, P, 539.751, P, 10.322, , 96.645, P, 324.958, P, 79.902, P, 2105.693, P, 22.596, P, 312.755, P, 549.225, P
01/01/2009 16:35, 2009, 1, 1, 16, 35, 246.745, P, 539.843, P, 10.359, , 94.019, P, 325.553, P, , , 2119.580, P, 22.345, P, 321.835, P, 557.102, P
01/01/2009 17:15, 2009, 1, 1, 17, 15, 246.214, P, 539.353, P, 10.217, , 93.949, P, 325.380, P, , , 2106.214, P, 21.960, P, 307.433, P, 551.000, P
01/01/2009 17:55, 2009, 1, 1, 17, 55, 245.723, P, 538.581, , 10.202, , 92.984, P, 324.934, P, , , 2074.013, P, 20.929, P, 283.752, P, 541.123, P
01/01/2009 18:35, 2009, 1, 1, 18, 35, 245.459, P, 539.174, P, 10.233, , 92.580, P, 325.329, P, 78.579, P, 2072.276, P, 21.228, P, 274.594, P, 537.840, P
01/01/2009 19:15, 2009, 1, 1, 19, 15, 245.286, P, 539.064, P, 10.428, , 92.489, P, 324.950, P, 77.112, P, 2057.357, P, 22.749, P, 260.653, P, , 
01/01/2009 19:55, 2009, 1, 1, 19, 55, 245.292, P, 538.842, , 10.242, , 93.106, P, 324.623, P, 76.827, , 2045.699, P, 22.834, P, 259.786, P, , 
01/01/2009 20:35, 2009, 1, 1, 20, 35, 244.885, P, 539.076, P, 10.077, , 93.292, P, 325.024, P, 77.247, P, 2046.228, P, 21.900, P, 261.769, P, 538.459, P
01/01/2009 21:15, 2009, 1, 1, 21, 15, 244.974, P, 538.861, , 11.211, P, 92.994, P, 324.621, P, 77.070, P, 2039.139, P, 20.428, P, 257.513, P, 536.576, P
01/01/2009 21:55, 2009, 1, 1, 21, 55, 245.373, P, 538.659, , 10.476, , 91.842, P, 324.436, P, 76.217, , 2040.680, P, 19.951, P, 256.110, P, 530.873, P
01/01/2009 22:35, 2009, 1, 1, 22, 35, 245.093, P, 539.488, P, 10.485, , 91.106, P, 324.712, P, 76.849, , 2035.568, P, 18.940, P, 252.275, P, 528.342, P
01/01/2009 23:15, 2009, 1, 1, 23, 15, 245.078, P, 539.191, P, 10.698, , 90.965, P, 324.653, P, 76.751, , 2022.881, P, 17.055, P, 247.425, P, 529.191, P
01/01/2009 23:55, 2009, 1, 1, 23, 55, 245.016, P, 538.799, , 10.163, , 90.801, P, 324.113, P, 76.389, , 2024.143, P, 17.075, P, 245.751, P, 526.168, P
01/02/2009 01:15, 2009, 1, 2, 1, 15, , , , , , , , , , , , , 2008.545, P, , , 234.302, P, 524.397, P
01/02/2009 01:55, 2009, 1, 2, 1, 55, , , , , 10.277, , 89.627, , , , 76.067, , 2006.545, P, 15.660, P, 231.768, P, 522.377, P
