high frequency data, created:, 07-Apr-2021
GC-MD, Mace Head, Ireland, Lat.:, 53.33, 53.33N, Lon.:, -9.9, 9.9W, Alt:, 5, m above sea level
 
CREDIT FOR USE: This is a formal notification for data users. 
For scientific purposes access to these data is unlimited and 
provided without charge. By their use you accept that an offer 
of co-authorship will be made through personal contact with the
data providers or owners whenever substantial use is made of 
their data. In all cases an acknowledgement must be made to the
data providers or owners and the data centre when these data are
used within a publication.
CONTACT POINT: s.odoherty@bristol.ac.uk; dickon.young@bristol.ac.uk; raywang@eas.gatech.edu 

The time (mm/dd/yyyy hh:mm) indicates sample time
scale:, --, --, --, --, SIO-05, --, SIO-05, --, SIO-05, --, SIO-05, --, SIO-16, --, SIO-05, --, TU1987, --, SIO-98, --, CSIRO-94, --, MPI-2009, --
unit:, --, --, --, --, ppt, --, ppt, --, ppt, --, ppt, --, ppb, --, ppt, --, ppb, --, ppt, --, ppb, --, ppb, --
mm/dd/yyyy hh:mm, year, month, day, hour, min, CFC-11, flag, CFC-12, flag, CH3CCl3, flag, CCl4, flag, N2O, flag, CFC-113, flag, CH4, flag, CHCl3, flag, CO, flag, H2 flag
01/01/2003 00:45, 2003, 1, 1, 0, 45, , , , , , , , , , , , , 1852.148, , , , 142.719, , 518.371, 
01/01/2003 01:25, 2003, 1, 1, 1, 25, , , , , , , 95.374, , , , 80.359, , 1881.760, , 13.304, , 144.408, , 527.099, 
01/01/2003 02:05, 2003, 1, 1, 2, 5, 255.771, , 546.191, , 30.053, , 94.911, , 318.478, , 80.578, , 1855.821, , 13.467, , 144.187, , 521.685, 
01/01/2003 02:45, 2003, 1, 1, 2, 45, 255.693, , 546.839, , 29.541, , 94.411, , 318.640, , 80.699, , 1873.439, , 12.665, , 139.603, , 525.076, 
01/01/2003 03:25, 2003, 1, 1, 3, 25, 255.323, , 546.563, , 29.950, , 94.804, , 318.580, , 80.141, , 1845.231, , 12.305, , 137.952, , 520.981, 
01/01/2003 04:05, 2003, 1, 1, 4, 5, 255.721, , 546.676, , 29.752, , 95.332, , 318.289, , 80.522, , 1855.536, , 11.756, , 136.388, , 517.022, 
01/01/2003 04:45, 2003, 1, 1, 4, 45, 255.572, , 546.941, , 29.450, , 94.827, , 318.216, , 80.680, , 1835.500, , 11.034, , 135.192, , 520.343, 
01/01/2003 05:25, 2003, 1, 1, 5, 25, 255.987, , 547.062, , 29.340, , 94.761, , 318.625, , 80.617, , 1843.931, , 11.195, , 135.167, , 524.078, 
01/01/2003 06:05, 2003, 1, 1, 6, 5, 256.100, , 546.790, , 29.337, , 94.883, , 318.486, , 80.268, , 1845.894, , 11.151, , 135.337, , 516.434, 
01/01/2003 06:45, 2003, 1, 1, 6, 45, 255.942, , 546.694, , 29.616, , 94.673, , 318.432, , 80.414, , 1829.705, , 11.379, , 135.660, , 517.160, 
01/01/2003 07:25, 2003, 1, 1, 7, 25, 255.600, , 547.123, , 29.144, , 94.706, , 318.452, , 80.682, , 1842.289, , 11.201, , 135.584, , 517.354, 
01/01/2003 08:05, 2003, 1, 1, 8, 5, 255.509, , 546.399, , 29.031, , 95.135, , 318.508, , 80.150, , 1844.179, , 11.727, , 135.296, , 513.132, 
01/01/2003 08:45, 2003, 1, 1, 8, 45, 255.779, , 546.827, , 29.747, , 94.891, , 318.772, , 80.611, , 1841.006, , 11.114, , 135.132, , 511.619, 
01/01/2003 09:25, 2003, 1, 1, 9, 25, 256.061, , 546.545, , 29.841, , 94.860, , 318.522, , 80.426, , 1848.593, , 11.069, , 134.819, , 513.099, 
01/01/2003 10:05, 2003, 1, 1, 10, 5, 255.982, , 546.415, , 29.680, , 94.833, , 318.737, , 80.367, , 1841.565, , 11.302, , 134.249, , 515.419, 
01/01/2003 10:45, 2003, 1, 1, 10, 45, 255.411, , 546.277, , 29.458, , 94.818, , 318.642, , 80.214, , 1837.795, , 11.872, , 133.866, , 517.550, 
01/01/2003 11:25, 2003, 1, 1, 11, 25, 255.930, , 546.414, , 29.990, , 94.824, , 318.654, , 80.455, , 1834.727, , 10.593, , 133.470, , 518.712, 
01/01/2003 12:05, 2003, 1, 1, 12, 5, 255.853, , 546.391, , 29.559, , 94.861, , 318.501, , 80.340, , 1837.882, , 10.978, , 133.692, , 518.739, 
01/01/2003 12:45, 2003, 1, 1, 12, 45, 256.011, , 546.499, , 30.181, , 94.832, , 318.536, , 80.043, , 1847.801, , 10.788, , 133.738, , 514.190, 
01/01/2003 13:25, 2003, 1, 1, 13, 25, 256.141, , 546.720, , 29.452, , 94.570, , 318.398, , 80.375, , 1836.705, , 11.290, , 134.087, , 515.089, 
01/01/2003 14:05, 2003, 1, 1, 14, 5, 255.973, , 546.278, , 29.408, , 94.481, , 318.540, , 80.109, , 1837.711, , 11.851, , 133.571, , 518.195, 
01/01/2003 14:45, 2003, 1, 1, 14, 45, 255.999, , 546.105, , 29.832, , 94.672, , 318.516, , 80.237, , , , 11.285, , 133.417, , 514.748, 
01/01/2003 15:25, 2003, 1, 1, 15, 25, 255.881, , 546.290, , 29.883, , 95.023, , 318.282, , 80.598, , 1837.533, , 11.051, , 133.455, , 514.119, 
01/01/2003 16:05, 2003, 1, 1, 16, 5, 255.811, , 546.868, , 29.583, , 94.847, , 318.606, , 80.702, , 1832.006, , 10.893, , 133.252, , 520.440, 
01/01/2003 16:45, 2003, 1, 1, 16, 45, 255.456, , 546.962, , 29.973, , 94.893, , 318.506, , 80.537, , 1835.496, , 11.378, , 134.329, , 515.616, 
01/01/2003 17:26, 2003, 1, 1, 17, 26, 255.969, , 546.934, , , , 94.618, , 318.386, , 80.296, , 1846.674, , 11.355, , 135.443, , 512.908, 
01/01/2003 18:06, 2003, 1, 1, 18, 6, 255.981, , 546.326, , 29.242, , 94.758, , 318.450, , 79.964, , 1839.385, , 10.900, , 136.368, , 512.384, 
01/01/2003 18:46, 2003, 1, 1, 18, 46, 255.494, , 546.157, , 30.268, , 94.711, , 318.685, , 80.162, , 1844.137, , 11.834, , 136.461, , 511.507, 
01/01/2003 19:26, 2003, 1, 1, 19, 26, 256.074, , 546.210, , 30.058, , 95.423, , 318.585, , 80.228, , 1857.031, , 11.170, , 136.639, , 509.609, 
01/01/2003 20:06, 2003, 1, 1, 20, 6, 255.826, , 546.763, , 29.932, , 94.953, , 318.587, , 80.299, , 1847.859, , 11.644, , 137.095, , 512.757, 
01/01/2003 20:46, 2003, 1, 1, 20, 46, 255.780, , 546.454, , 29.984, , 94.831, , 318.347, , 80.367, , 1856.102, , 11.288, , 137.051, , 509.293, 
