high frequency data, created:, 07-Apr-2021
GC-MD, Mace Head, Ireland, Lat.:, 53.33, 53.33N, Lon.:, -9.9, 9.9W, Alt:, 5, m above sea level
 
CREDIT FOR USE: This is a formal notification for data users. 
For scientific purposes access to these data is unlimited and 
provided without charge. By their use you accept that an offer 
of co-authorship will be made through personal contact with the
data providers or owners whenever substantial use is made of 
their data. In all cases an acknowledgement must be made to the
data providers or owners and the data centre when these data are
used within a publication.
CONTACT POINT: s.odoherty@bristol.ac.uk; dickon.young@bristol.ac.uk; raywang@eas.gatech.edu 

The time (mm/dd/yyyy hh:mm) indicates sample time
scale:, --, --, --, --, SIO-05, --, SIO-05, --, SIO-05, --, SIO-05, --, SIO-16, --, SIO-05, --, TU1987, --, SIO-98, --, CSIRO-94, --, MPI-2009, --
unit:, --, --, --, --, ppt, --, ppt, --, ppt, --, ppt, --, ppb, --, ppt, --, ppb, --, ppt, --, ppb, --, ppb, --
mm/dd/yyyy hh:mm, year, month, day, hour, min, CFC-11, flag, CFC-12, flag, CH3CCl3, flag, CCl4, flag, N2O, flag, CFC-113, flag, CH4, flag, CHCl3, flag, CO, flag, H2 flag
01/01/2005 00:45, 2005, 1, 1, 0, 45, , , , , , , , , , , , , 1857.110, , , , 136.247, , 508.405, 
01/01/2005 01:25, 2005, 1, 1, 1, 25, , , , , 19.768, , 93.656, , , , 79.077, , 1855.314, , 11.264, , 136.105, , 513.283, 
01/01/2005 02:05, 2005, 1, 1, 2, 5, 251.852, , 545.909, , 20.978, , 92.928, , 319.732, , 79.150, , 1855.621, , 11.073, , 135.137, , 511.073, 
01/01/2005 02:45, 2005, 1, 1, 2, 45, 252.162, , 545.819, , 20.760, , 93.491, , 319.709, , 79.360, , 1842.195, , 11.052, , 130.398, , 514.958, 
01/01/2005 03:25, 2005, 1, 1, 3, 25, 252.095, , 545.506, , 20.061, , 93.455, , 319.856, , 79.337, , 1837.854, , 11.318, , 129.382, , 516.589, 
01/01/2005 04:05, 2005, 1, 1, 4, 5, 251.841, , 545.272, , 20.821, , 92.918, , 319.514, , 79.178, , 1845.938, , 11.717, , 129.363, , 513.650, 
01/01/2005 04:45, 2005, 1, 1, 4, 45, 251.857, , 545.490, , 20.143, , 93.677, , 319.844, , 78.909, , 1844.594, , 10.564, , 129.063, , 511.725, 
01/01/2005 05:25, 2005, 1, 1, 5, 25, 252.029, , 545.600, , 19.983, , 93.649, , 319.903, , 78.866, , 1838.896, , 11.620, , 129.334, , 512.435, 
01/01/2005 06:05, 2005, 1, 1, 6, 5, 251.993, , 544.802, , 20.271, , 92.889, , 319.868, , , , 1841.586, , 11.030, , 129.862, , 512.984, 
01/01/2005 06:45, 2005, 1, 1, 6, 45, 251.552, , 545.112, , 20.240, , 92.842, , 319.688, , 79.336, , 1839.996, , 10.898, , 129.453, , 509.694, 
01/01/2005 07:25, 2005, 1, 1, 7, 25, 252.130, , 545.372, , 21.302, , 92.863, , 319.842, , 78.865, , 1844.841, , 10.268, , 129.322, , 514.280, 
01/01/2005 08:05, 2005, 1, 1, 8, 5, 252.108, , 544.883, , 20.407, , 93.384, , , , 78.749, , 1844.126, , 10.312, , 127.789, , 514.900, 
01/01/2005 08:45, 2005, 1, 1, 8, 45, 252.106, , 545.144, , 20.055, , 93.375, , , , 79.641, , 1842.671, , 10.871, , 127.465, , 519.036, 
01/01/2005 09:25, 2005, 1, 1, 9, 25, , , , , , , 92.882, , , , 79.105, , 1832.382, , , , 126.548, , 517.653, 
01/01/2005 10:05, 2005, 1, 1, 10, 5, , , , , , , 92.160, , , , 78.829, , 1855.395, , , , 140.457, , 516.870, 
01/01/2005 10:45, 2005, 1, 1, 10, 45, 252.001, , 544.992, , 21.162, , 93.255, , , , 79.420, , 1854.157, , 10.968, , 139.547, , 516.184, 
01/01/2005 11:25, 2005, 1, 1, 11, 25, 251.916, , 545.119, , 21.135, , 93.009, , 319.929, , 79.381, , 1856.143, , 11.551, , 137.962, , 509.169, 
01/01/2005 12:05, 2005, 1, 1, 12, 5, 251.667, , 544.772, , 20.361, , 93.334, , 320.021, , 79.012, , 1853.450, , 11.800, , 138.106, , 512.029, 
01/01/2005 12:45, 2005, 1, 1, 12, 45, 252.107, , 544.634, , 20.837, , , , 319.758, , 78.812, , 1854.855, , 12.228, , 141.539, , 505.932, 
