high frequency data, created:, 07-Apr-2021
GC-MD, Mace Head, Ireland, Lat.:, 53.33, 53.33N, Lon.:, -9.9, 9.9W, Alt:, 5, m above sea level
 
CREDIT FOR USE: This is a formal notification for data users. 
For scientific purposes access to these data is unlimited and 
provided without charge. By their use you accept that an offer 
of co-authorship will be made through personal contact with the
data providers or owners whenever substantial use is made of 
their data. In all cases an acknowledgement must be made to the
data providers or owners and the data centre when these data are
used within a publication.
CONTACT POINT: s.odoherty@bristol.ac.uk; dickon.young@bristol.ac.uk; raywang@eas.gatech.edu 

The time (mm/dd/yyyy hh:mm) indicates sample time
scale:, --, --, --, --, SIO-05, --, SIO-05, --, SIO-05, --, SIO-05, --, SIO-16, --, SIO-05, --, TU1987, --, SIO-98, --, CSIRO-94, --, MPI-2009, --
unit:, --, --, --, --, ppt, --, ppt, --, ppt, --, ppt, --, ppb, --, ppt, --, ppb, --, ppt, --, ppb, --, ppb, --
mm/dd/yyyy hh:mm, year, month, day, hour, min, CFC-11, flag, CFC-12, flag, CH3CCl3, flag, CCl4, flag, N2O, flag, CFC-113, flag, CH4, flag, CHCl3, flag, CO, flag, H2 flag
01/01/2010 00:31, 2010, 1, 1, 0, 31, 241.803, , 534.594, , 8.638, , 87.462, , 323.684, , 75.467, , 1880.468, , 12.760, , 129.027, , 505.961, 
01/01/2010 01:11, 2010, 1, 1, 1, 11, 241.956, , 534.324, , 8.607, , 87.470, , 324.074, , 75.682, , 1872.279, , 13.091, , 124.705, , 510.252, 
01/01/2010 01:51, 2010, 1, 1, 1, 51, 241.760, , 534.600, , 8.561, , 87.827, , 324.004, , 75.753, , 1880.259, , 14.472, P, 127.727, , 500.975, 
01/01/2010 02:31, 2010, 1, 1, 2, 31, 242.040, , 534.656, , 8.121, , 87.459, , 323.721, , 75.804, , 1881.019, , 14.986, P, 124.934, , 499.420, 
01/01/2010 03:11, 2010, 1, 1, 3, 11, 242.040, , 534.757, , 8.191, , 87.215, , 324.090, , 75.635, , 1890.780, , 16.108, P, 125.459, , 498.224, 
01/01/2010 03:51, 2010, 1, 1, 3, 51, 241.833, , 534.744, , 8.665, , 87.044, , 323.797, , 75.729, , 1881.551, , 17.021, P, 125.898, , 490.759, 
01/01/2010 04:31, 2010, 1, 1, 4, 31, 241.854, , 535.158, , 8.328, , 87.599, , 323.688, , 75.661, , 1889.612, , 17.635, P, 126.517, , 494.409, 
01/01/2010 05:11, 2010, 1, 1, 5, 11, 242.413, , 534.991, , 8.504, , 87.700, , 324.032, , 75.604, , 1885.746, , 15.106, P, 126.541, , 498.426, 
01/01/2010 05:51, 2010, 1, 1, 5, 51, 241.794, , 534.648, , 8.464, , 87.752, , 323.912, , 75.564, , 1884.724, , 15.043, P, 126.830, , 490.028, 
01/01/2010 06:31, 2010, 1, 1, 6, 31, 242.158, , 534.634, , 8.179, , 87.713, , 323.936, , 75.764, , 1890.937, , 15.987, P, 127.521, , 492.225, 
01/01/2010 07:11, 2010, 1, 1, 7, 11, 241.882, , 534.925, , 8.441, , 87.647, , 323.875, , 75.409, , 1891.976, , 14.807, P, 129.382, , 492.231, 
01/01/2010 07:52, 2010, 1, 1, 7, 52, 241.784, , 534.848, , 8.641, , 87.762, , 323.812, , 75.555, , 1894.857, P, 16.893, P, 131.521, , 487.362, 
01/01/2010 08:32, 2010, 1, 1, 8, 32, 242.168, , 535.128, , 8.763, , 87.632, , 324.020, , 75.641, , 1895.301, P, 16.704, P, 135.555, P, 489.150, 
01/01/2010 09:12, 2010, 1, 1, 9, 12, 241.792, , 534.605, , 8.403, , 87.630, , 323.866, , 75.489, , 1892.194, , 16.050, P, 131.633, , 495.438, 
01/01/2010 09:52, 2010, 1, 1, 9, 52, 242.003, , 534.803, , 8.362, , 87.657, , 323.732, , 75.758, , 1889.229, , 15.438, P, 134.299, P, 496.224, 
01/01/2010 10:32, 2010, 1, 1, 10, 32, 242.215, , 534.454, , 8.658, , 87.402, , 323.958, , 75.894, , 1894.801, P, 14.406, P, 129.999, , 502.924, 
01/01/2010 11:12, 2010, 1, 1, 11, 12, 242.019, , 534.800, , 8.465, , 87.827, , 324.081, , 75.647, , 1904.825, P, 16.938, P, 146.198, P, 493.870, 
01/01/2010 11:52, 2010, 1, 1, 11, 52, 242.126, , 534.276, , 8.312, , 87.438, , 323.796, , 75.674, , 1901.564, P, 14.787, P, 131.087, , 496.531, 
01/01/2010 12:32, 2010, 1, 1, 12, 32, 241.796, , 534.564, , 8.395, , 87.572, , 324.080, , 75.656, , 1887.549, , 14.032, P, 173.234, P, 498.873, 
01/01/2010 13:12, 2010, 1, 1, 13, 12, , , , , , , , , , , , , , , , , , , , 
01/01/2010 15:15, 2010, 1, 1, 15, 15, , , , , , , , , , , , , 1899.525, P, , , 137.415, P, 496.063, 
01/01/2010 15:55, 2010, 1, 1, 15, 55, , , , , 8.148, , 87.631, , , , 76.021, , 1912.708, P, 15.119, P, , , 515.252, 
01/01/2010 16:35, 2010, 1, 1, 16, 35, 242.037, , 534.865, , 8.618, , 87.943, , 324.113, , 75.927, , 1899.465, P, 14.988, P, , , 520.533, 
01/01/2010 17:15, 2010, 1, 1, 17, 15, 242.046, , 534.873, , 8.300, , 87.709, , 323.933, , 75.565, , 1886.638, , 14.001, P, 129.172, , 502.136, 
01/01/2010 17:55, 2010, 1, 1, 17, 55, 241.842, , 534.347, , 8.298, , 87.556, , 324.060, , 75.738, , 1890.892, , 14.771, P, 197.816, P, 499.603, 
01/01/2010 18:35, 2010, 1, 1, 18, 35, 241.905, , 534.537, , 8.556, , 87.701, , 323.963, , 76.115, , 1894.187, P, 13.997, P, 186.985, P, 509.427, 
01/01/2010 19:15, 2010, 1, 1, 19, 15, 242.166, , 535.196, , 8.875, , 87.595, , 324.048, , 75.962, , 1893.139, , 15.376, P, 163.305, P, 500.317, 
01/01/2010 19:55, 2010, 1, 1, 19, 55, 241.971, , 534.163, , 8.751, , 87.477, , 323.892, , 75.865, , 1888.091, , 16.193, P, 134.942, P, 500.082, 
01/01/2010 20:35, 2010, 1, 1, 20, 35, 242.072, , 534.587, , 8.220, , 87.580, , 323.911, , 75.698, , 1892.543, , 16.875, P, 144.205, P, 497.845, 
