high frequency data, created:, 07-Apr-2021
GC-MD, Mace Head, Ireland, Lat.:, 53.33, 53.33N, Lon.:, -9.9, 9.9W, Alt:, 5, m above sea level
 
CREDIT FOR USE: This is a formal notification for data users. 
For scientific purposes access to these data is unlimited and 
provided without charge. By their use you accept that an offer 
of co-authorship will be made through personal contact with the
data providers or owners whenever substantial use is made of 
their data. In all cases an acknowledgement must be made to the
data providers or owners and the data centre when these data are
used within a publication.
CONTACT POINT: s.odoherty@bristol.ac.uk; dickon.young@bristol.ac.uk; raywang@eas.gatech.edu 

The time (mm/dd/yyyy hh:mm) indicates sample time
scale:, --, --, --, --, SIO-05, --, SIO-05, --, SIO-05, --, SIO-05, --, SIO-16, --, SIO-05, --, TU1987, --, SIO-98, --, CSIRO-94, --, MPI-2009, --
unit:, --, --, --, --, ppt, --, ppt, --, ppt, --, ppt, --, ppb, --, ppt, --, ppb, --, ppt, --, ppb, --, ppb, --
mm/dd/yyyy hh:mm, year, month, day, hour, min, CFC-11, flag, CFC-12, flag, CH3CCl3, flag, CCl4, flag, N2O, flag, CFC-113, flag, CH4, flag, CHCl3, flag, CO, flag, H2 flag
01/01/2006 10:39, 2006, 1, 1, 10, 39, , , , , , , , , , , , , 1846.954, , 11.717, , 126.476, , 507.293, 
01/01/2006 11:19, 2006, 1, 1, 11, 19, , , 543.231, , 16.614, , , , 320.287, , 78.269, , 1850.101, , 11.272, , 127.671, , , 
01/01/2006 11:59, 2006, 1, 1, 11, 59, 249.647, , 543.884, , 16.515, , , , 320.385, , 78.372, , 1851.097, , 11.607, , 128.594, , 502.689, 
01/01/2006 12:39, 2006, 1, 1, 12, 39, 249.930, , 544.637, , 16.895, , 92.277, , 320.359, , 78.158, , 1855.005, , 11.366, , 129.524, , 507.175, 
01/01/2006 13:19, 2006, 1, 1, 13, 19, 248.996, , 543.973, , 16.291, , 91.900, , 320.560, , 78.213, , 1851.270, , 11.258, , 130.860, , 505.596, 
01/01/2006 13:59, 2006, 1, 1, 13, 59, 249.761, , 544.407, , 16.912, , 92.006, , 320.573, , 78.237, , 1857.270, , 11.782, , 133.441, , 504.878, 
01/01/2006 14:39, 2006, 1, 1, 14, 39, 250.304, , 544.698, , 17.010, , 92.219, , 320.555, , 78.432, , 1856.120, , 11.586, , 134.882, , 507.741, 
01/01/2006 15:19, 2006, 1, 1, 15, 19, 250.091, , 543.731, , 17.226, , 92.301, , 320.568, , 78.460, , 1854.799, , 11.953, , 136.103, , 504.082, 
01/01/2006 15:59, 2006, 1, 1, 15, 59, 249.728, , 543.885, , 16.777, , 91.949, , 320.421, , 78.362, , 1860.574, , 11.809, , 137.122, , , 
01/01/2006 16:39, 2006, 1, 1, 16, 39, 249.697, , 544.511, , 17.032, , 91.802, , 320.530, , 78.310, , 1858.709, , 11.773, , 137.898, , 508.133, 
