high frequency data, created:, 07-Apr-2021
GC-MD, Mace Head, Ireland, Lat.:, 53.33, 53.33N, Lon.:, -9.9, 9.9W, Alt:, 5, m above sea level
 
CREDIT FOR USE: This is a formal notification for data users. 
For scientific purposes access to these data is unlimited and 
provided without charge. By their use you accept that an offer 
of co-authorship will be made through personal contact with the
data providers or owners whenever substantial use is made of 
their data. In all cases an acknowledgement must be made to the
data providers or owners and the data centre when these data are
used within a publication.
CONTACT POINT: s.odoherty@bristol.ac.uk; dickon.young@bristol.ac.uk; raywang@eas.gatech.edu 

The time (mm/dd/yyyy hh:mm) indicates sample time
scale:, --, --, --, --, SIO-05, --, SIO-05, --, SIO-05, --, SIO-05, --, SIO-16, --, SIO-05, --, TU1987, --, SIO-98, --, CSIRO-94, --, MPI-2009, --
unit:, --, --, --, --, ppt, --, ppt, --, ppt, --, ppt, --, ppb, --, ppt, --, ppb, --, ppt, --, ppb, --, ppb, --
mm/dd/yyyy hh:mm, year, month, day, hour, min, CFC-11, flag, CFC-12, flag, CH3CCl3, flag, CCl4, flag, N2O, flag, CFC-113, flag, CH4, flag, CHCl3, flag, CO, flag, H2 flag
01/01/1998 00:46, 1998, 1, 1, 0, 46, , , , , , , , , , , , , 1831.539, , , , 141.592, , 504.290, 
01/01/1998 01:26, 1998, 1, 1, 1, 26, 264.396, , 540.869, , 72.349, , 99.767, , 314.528, , 83.744, , 1820.900, , 12.263, , 142.662, , 501.765, 
01/01/1998 02:06, 1998, 1, 1, 2, 6, 264.695, , 541.435, , 72.293, , 100.534, , 314.501, , 83.525, , 1828.645, , 12.310, , 142.414, , 501.691, 
01/01/1998 02:46, 1998, 1, 1, 2, 46, 264.451, , 541.402, , 72.508, , 100.006, , 314.223, , 83.808, , 1827.670, , 10.996, , 143.963, , 502.302, 
01/01/1998 03:26, 1998, 1, 1, 3, 26, 264.918, , 541.738, , 73.113, , 99.541, , 314.509, , 84.029, , 1829.076, , 11.666, , 146.717, , 502.803, 
01/01/1998 04:06, 1998, 1, 1, 4, 6, 265.129, , 542.537, , 72.518, , 100.525, , 314.736, , 83.572, , 1828.053, , 12.001, , 146.038, , 507.909, 
01/01/1998 04:46, 1998, 1, 1, 4, 46, 264.371, , 542.299, , 73.553, , 100.639, , 314.576, , 83.371, , 1833.073, , 12.265, , 145.857, , 505.068, 
01/01/1998 05:26, 1998, 1, 1, 5, 26, 264.621, , 542.175, , 72.451, , 100.763, , 314.718, , 83.602, , 1826.899, , 13.001, , 144.804, , 505.681, 
01/01/1998 06:06, 1998, 1, 1, 6, 6, 265.083, , 541.512, , 72.428, , 99.655, , 314.755, , 84.064, , 1821.962, , 12.482, , 144.335, , 506.041, 
01/01/1998 06:46, 1998, 1, 1, 6, 46, 264.659, , 541.609, , 71.809, , 100.249, , 314.705, , 83.569, , 1822.468, , 10.940, , 142.893, , 505.029, 
01/01/1998 07:26, 1998, 1, 1, 7, 26, 265.068, , 541.813, , 72.140, , 100.232, , 314.557, , 83.740, , 1821.939, , 12.453, , 142.733, , 505.296, 
01/01/1998 08:06, 1998, 1, 1, 8, 6, 264.817, , 542.002, , 72.291, , 100.397, , 314.743, , 83.724, , 1819.529, , 12.566, , 141.182, , 507.511, 
01/01/1998 08:46, 1998, 1, 1, 8, 46, 264.280, , 541.517, , 71.810, , 101.039, , 314.115, , 84.131, , 1817.171, , , , 137.278, , 511.009, 
01/01/1998 09:27, 1998, 1, 1, 9, 27, 264.845, , 541.332, , 72.829, , 99.533, , 314.584, , 83.686, , 1822.688, , , , 136.016, , 510.326, 
01/01/1998 10:07, 1998, 1, 1, 10, 7, 264.695, , 542.678, , , , 99.554, , 314.627, , , , 1816.382, , 12.300, , 135.678, , 506.344, 
01/01/1998 10:47, 1998, 1, 1, 10, 47, 263.658, , 542.092, , 72.661, , 99.564, , 314.379, , , , 1820.822, , 12.164, , 136.463, , 505.736, 
01/01/1998 11:27, 1998, 1, 1, 11, 27, 264.695, , 542.013, , 71.653, , 99.452, , 314.571, , 83.434, , 1818.223, , 13.443, , 136.550, , 511.921, 
01/01/1998 12:07, 1998, 1, 1, 12, 7, 264.388, , 542.506, , 72.525, , 100.433, , 314.762, , 84.000, , 1819.271, , 13.456, , 133.893, , 516.240, 
01/01/1998 12:47, 1998, 1, 1, 12, 47, 265.290, , 542.847, , 71.645, , 99.349, , 315.300, , 84.864, P, 1819.239, , 11.615, , 131.975, , 514.003, 
01/01/1998 13:27, 1998, 1, 1, 13, 27, 264.294, , 542.026, , 71.892, , 99.834, , 314.282, , 83.564, , 1825.323, , 12.768, , 132.072, , 517.259, 
01/01/1998 14:07, 1998, 1, 1, 14, 7, 264.749, , 541.371, , 72.155, , 100.297, , 314.155, , 83.218, , 1829.253, , 11.861, , 135.172, , 512.361, 
01/01/1998 14:47, 1998, 1, 1, 14, 47, 264.547, , 542.064, , 72.091, , 100.998, , 314.210, , 84.055, , 1828.150, , 11.410, , 134.689, , 514.696, 
01/01/1998 15:27, 1998, 1, 1, 15, 27, 264.571, , 540.960, , 71.241, , 100.214, , 314.848, , 84.149, , 1825.851, , 11.617, , 137.212, , 516.091, 
01/01/1998 16:07, 1998, 1, 1, 16, 7, 264.772, , 542.322, , 72.673, , 100.666, , 314.567, , 84.444, , 1837.211, , 11.354, , 148.069, , 512.263, 
01/01/1998 16:47, 1998, 1, 1, 16, 47, 265.014, , 543.580, , 72.685, , 99.997, , 314.720, , 84.063, , 1837.779, , 11.441, , 147.727, , 516.337, 
01/01/1998 17:27, 1998, 1, 1, 17, 27, 265.212, , 543.040, , 72.010, , 100.607, , 314.599, , 83.638, , 1848.884, , 12.287, , 161.535, P, 510.041, 
01/01/1998 18:07, 1998, 1, 1, 18, 7, 264.759, , 543.860, P, 72.234, , 99.554, , 314.891, , 83.979, , 1847.536, , 11.623, , 167.738, P, 509.240, 
01/01/1998 18:47, 1998, 1, 1, 18, 47, 265.258, , 544.232, P, 73.006, , 99.640, , 314.601, , 83.903, , 1860.680, P, 14.387, P, 181.001, P, 508.528, 
01/01/1998 19:27, 1998, 1, 1, 19, 27, 265.691, P, 546.223, P, 73.507, , 99.336, , 314.953, , 83.425, , 1868.208, P, 13.597, , 188.353, P, 511.727, 
01/01/1998 20:07, 1998, 1, 1, 20, 7, 265.716, P, 545.132, P, 73.881, , 99.824, , 314.872, , 83.628, , 1863.705, P, 14.084, , 197.405, P, 514.209, 
01/01/1998 20:47, 1998, 1, 1, 20, 47, 266.077, P, 546.194, P, 74.576, P, 100.255, , 314.774, , 83.865, , 1872.541, P, 13.244, , 196.330, P, 512.110, 
01/01/1998 21:27, 1998, 1, 1, 21, 27, 266.198, P, 546.387, P, 74.042, P, 100.183, , 315.016, , 83.667, , 1878.353, P, 13.904, , 202.890, P, 518.753, P
01/01/1998 22:07, 1998, 1, 1, 22, 7, 265.724, P, 545.570, P, 74.020, P, 99.918, , 314.858, , 83.582, , 1869.380, P, 14.093, , 189.866, P, 511.697, 
01/01/1998 22:47, 1998, 1, 1, 22, 47, 265.674, P, 546.263, P, 73.849, , 99.696, , 314.790, , 83.877, , 1866.322, P, 14.025, , 191.933, P, 516.435, 
01/01/1998 23:27, 1998, 1, 1, 23, 27, 265.461, , 545.315, P, 73.026, , 99.969, , 314.938, , 83.650, , 1859.965, P, 13.895, , 178.626, P, 512.643, 
01/02/1998 00:07, 1998, 1, 2, 0, 7, 265.505, , 544.888, P, 73.512, , 99.802, , 314.905, , 83.859, , 1856.380, P, 14.183, P, 178.247, P, 509.241, 
01/02/1998 01:27, 1998, 1, 2, 1, 27, , , , , , , , , , , , , 1851.826, , , , 173.100, P, 510.796, 
01/02/1998 02:07, 1998, 1, 2, 2, 7, 265.438, , 544.655, P, 72.794, , 99.992, , 314.661, , 83.837, , 1856.294, P, 13.342, , 174.002, P, 506.903, 
01/02/1998 02:47, 1998, 1, 2, 2, 47, 264.636, , 543.248, , 73.193, , 99.601, , 314.338, , 83.670, , 1841.765, , 12.880, , 158.947, P, 505.183, 
01/02/1998 03:27, 1998, 1, 2, 3, 27, 264.830, , 543.072, , 72.927, , 99.307, , 314.618, , 83.788, , 1832.131, , 13.975, , 147.387, , 502.789, 
01/02/1998 04:07, 1998, 1, 2, 4, 7, 264.528, , 541.766, , 72.816, , 100.012, , 314.688, , 83.546, , 1834.555, , 13.883, , 144.831, , 492.912, 
01/02/1998 04:47, 1998, 1, 2, 4, 47, 265.144, , 543.165, , 71.604, , 99.821, , 314.678, , 83.953, , 1831.750, , 13.713, , 147.125, , 491.947, 
01/02/1998 05:28, 1998, 1, 2, 5, 28, 264.794, , 543.188, , 72.359, , 99.801, , 314.361, , 83.610, , 1846.839, , 14.022, , 155.130, , 499.166, 
01/02/1998 06:08, 1998, 1, 2, 6, 8, 264.908, , 542.484, , 71.540, , 99.652, , 314.524, , 83.535, , 1840.749, , 12.322, , 147.376, , 496.540, 
01/02/1998 06:48, 1998, 1, 2, 6, 48, 264.512, , 542.405, , 72.091, , 99.710, , 314.522, , 83.214, , 1842.111, , , , 146.737, , 499.544, 
01/02/1998 07:28, 1998, 1, 2, 7, 28, 264.758, , 543.397, , 72.356, , 100.277, , 314.668, , 83.749, , 1836.313, , 12.933, , 148.671, , 500.074, 
01/02/1998 08:08, 1998, 1, 2, 8, 8, 264.981, , 544.004, , 72.456, , 99.709, , 315.083, , 83.649, , 1845.991, , 12.978, , 152.585, , 503.658, 
01/02/1998 08:48, 1998, 1, 2, 8, 48, 265.234, , 543.756, , 72.786, , 99.719, , 315.033, , 83.162, , 1839.765, , 12.801, , , , 505.142, 
01/02/1998 09:28, 1998, 1, 2, 9, 28, 265.218, , 543.130, , 74.440, , , , 314.475, , 83.394, , 1837.937, , 12.590, , , , , 
01/02/1998 10:08, 1998, 1, 2, 10, 8, 265.302, , 543.097, , 72.800, , 99.892, , 314.885, , 83.825, , 1829.494, , 12.222, , , , 500.006, 
01/02/1998 10:48, 1998, 1, 2, 10, 48, 264.770, , 541.879, , 72.748, , 99.997, , 314.470, , 83.867, , 1830.116, , 11.659, , 144.731, , 504.223, 
