high frequency data, created:, 07-Apr-2021
GC-MD, Mace Head, Ireland, Lat.:, 53.33, 53.33N, Lon.:, -9.9, 9.9W, Alt:, 5, m above sea level
 
CREDIT FOR USE: This is a formal notification for data users. 
For scientific purposes access to these data is unlimited and 
provided without charge. By their use you accept that an offer 
of co-authorship will be made through personal contact with the
data providers or owners whenever substantial use is made of 
their data. In all cases an acknowledgement must be made to the
data providers or owners and the data centre when these data are
used within a publication.
CONTACT POINT: s.odoherty@bristol.ac.uk; dickon.young@bristol.ac.uk; raywang@eas.gatech.edu 

The time (mm/dd/yyyy hh:mm) indicates sample time
scale:, --, --, --, --, SIO-05, --, SIO-05, --, SIO-05, --, SIO-05, --, SIO-16, --, SIO-05, --, TU1987, --, SIO-98, --, CSIRO-94, --, MPI-2009, --
unit:, --, --, --, --, ppt, --, ppt, --, ppt, --, ppt, --, ppb, --, ppt, --, ppb, --, ppt, --, ppb, --, ppb, --
mm/dd/yyyy hh:mm, year, month, day, hour, min, CFC-11, flag, CFC-12, flag, CH3CCl3, flag, CCl4, flag, N2O, flag, CFC-113, flag, CH4, flag, CHCl3, flag, CO, flag, H2 flag
01/01/2018 00:19, 2018, 1, 1, 0, 19, , , , , -99.990, , , , , , -99.990, , , , , , , , , 
01/01/2018 01:39, 2018, 1, 1, 1, 39, , , , , -99.990, , , , , , -99.990, , 1934.192, , , , 119.154, , 514.078, 
01/01/2018 02:19, 2018, 1, 1, 2, 19, , , , , -99.990, , 79.130, , , , -99.990, , 1935.016, , 17.145, , 119.108, , 512.828, 
01/01/2018 02:59, 2018, 1, 1, 2, 59, 230.403, , 511.071, , -99.990, , 79.280, , 331.583, , -99.990, , 1935.512, , 16.472, , 118.882, , 516.658, 
01/01/2018 03:39, 2018, 1, 1, 3, 39, 229.955, , 510.966, , -99.990, , 79.899, , 331.545, , -99.990, , 1936.656, , 17.614, , 119.658, , 514.150, 
01/01/2018 04:19, 2018, 1, 1, 4, 19, 230.223, , 510.944, , -99.990, , 79.288, , 331.767, , -99.990, , 1936.075, , 17.089, , 119.473, , 515.281, 
01/01/2018 04:59, 2018, 1, 1, 4, 59, 229.612, , 511.350, , -99.990, , 79.759, , 331.609, , -99.990, , 1932.756, , , , 119.449, , 516.847, 
01/01/2018 05:39, 2018, 1, 1, 5, 39, 229.823, , 511.104, , -99.990, , 79.575, , 331.542, , -99.990, , 1935.455, , , , 119.510, , 518.279, 
01/01/2018 06:19, 2018, 1, 1, 6, 19, 229.370, , 510.893, , -99.990, , 79.207, , 331.483, , -99.990, , 1942.234, , 16.950, , 119.335, , 514.152, 
01/01/2018 06:59, 2018, 1, 1, 6, 59, 229.964, , 510.731, , -99.990, , 79.671, , 331.611, , -99.990, , 1947.846, , 17.107, , 118.646, , 512.697, 
01/01/2018 07:39, 2018, 1, 1, 7, 39, 230.143, , 511.416, , -99.990, , 78.983, , 331.681, , -99.990, , 1937.133, , 16.855, , 118.617, , 514.231, 
