high frequency data, created:, 07-Apr-2021
GC-MD, Mace Head, Ireland, Lat.:, 53.33, 53.33N, Lon.:, -9.9, 9.9W, Alt:, 5, m above sea level
 
CREDIT FOR USE: This is a formal notification for data users. 
For scientific purposes access to these data is unlimited and 
provided without charge. By their use you accept that an offer 
of co-authorship will be made through personal contact with the
data providers or owners whenever substantial use is made of 
their data. In all cases an acknowledgement must be made to the
data providers or owners and the data centre when these data are
used within a publication.
CONTACT POINT: s.odoherty@bristol.ac.uk; dickon.young@bristol.ac.uk; raywang@eas.gatech.edu 

The time (mm/dd/yyyy hh:mm) indicates sample time
scale:, --, --, --, --, SIO-05, --, SIO-05, --, SIO-05, --, SIO-05, --, SIO-16, --, SIO-05, --, TU1987, --, SIO-98, --, CSIRO-94, --, MPI-2009, --
unit:, --, --, --, --, ppt, --, ppt, --, ppt, --, ppt, --, ppb, --, ppt, --, ppb, --, ppt, --, ppb, --, ppb, --
mm/dd/yyyy hh:mm, year, month, day, hour, min, CFC-11, flag, CFC-12, flag, CH3CCl3, flag, CCl4, flag, N2O, flag, CFC-113, flag, CH4, flag, CHCl3, flag, CO, flag, H2 flag
01/01/2019 00:14, 2019, 1, 1, 0, 14, , , , , -99.990, , , , , , -99.990, , , , , , , , , 
01/01/2019 01:34, 2019, 1, 1, 1, 34, , , , , -99.990, , , , , , -99.990, , 1922.448, , , , 98.789, , 535.692, 
01/01/2019 02:14, 2019, 1, 1, 2, 14, , , , , -99.990, , 78.905, , , , -99.990, , , , 12.307, , 98.265, , 540.391, 
01/01/2019 02:54, 2019, 1, 1, 2, 54, 229.572, , 508.007, , -99.990, , 79.121, , 332.871, , -99.990, , 1921.823, , 11.948, , 98.684, , 537.435, 
01/01/2019 03:34, 2019, 1, 1, 3, 34, 229.197, , 507.873, , -99.990, , 79.281, , 332.820, , -99.990, , 1926.311, , 11.920, , 98.818, , 539.896, 
01/01/2019 04:14, 2019, 1, 1, 4, 14, 228.368, , 507.674, , -99.990, , 78.564, , 332.770, , -99.990, , 1921.670, , 11.920, , 98.837, , 541.045, 
01/01/2019 04:54, 2019, 1, 1, 4, 54, 228.019, , 508.179, , -99.990, , 78.621, , 332.621, , -99.990, , 1924.592, , 11.379, , 99.115, , 539.791, 
01/01/2019 05:34, 2019, 1, 1, 5, 34, 228.356, , 507.752, , -99.990, , 78.423, , 332.511, , -99.990, , 1930.164, , 11.754, , 98.996, , 535.581, 
01/01/2019 06:14, 2019, 1, 1, 6, 14, 228.898, , 507.778, , -99.990, , 78.783, , 332.823, , -99.990, , 1923.788, , 12.219, , 98.799, , 537.519, 
01/01/2019 06:54, 2019, 1, 1, 6, 54, 228.413, , 507.895, , -99.990, , 78.658, , 332.602, , -99.990, , 1928.520, , 12.200, , 98.911, , 534.451, 
01/01/2019 07:34, 2019, 1, 1, 7, 34, 228.421, , 508.110, , -99.990, , 78.307, , 332.836, , -99.990, , 1925.317, , 12.951, , 100.229, , 535.646, 
01/01/2019 08:14, 2019, 1, 1, 8, 14, 228.367, , 507.488, , -99.990, , 78.127, , 332.823, , -99.990, , 1931.559, , 14.934, , 98.861, , 525.646, 
01/01/2019 08:54, 2019, 1, 1, 8, 54, 228.281, , 507.515, , -99.990, , 78.580, , 332.605, , -99.990, , 1930.428, , 15.624, , 98.443, , 531.128, 
01/01/2019 09:34, 2019, 1, 1, 9, 34, 228.573, , 507.558, , -99.990, , 78.644, , 332.791, , -99.990, , 1933.873, , 16.704, P, 99.303, , 530.898, 
01/01/2019 10:14, 2019, 1, 1, 10, 14, 228.361, , 507.443, , -99.990, , 78.850, , 332.857, , -99.990, , 1935.361, , 20.591, P, 99.486, , 529.418, 
01/01/2019 10:54, 2019, 1, 1, 10, 54, 228.913, , 507.784, , -99.990, , 79.079, , 333.217, , -99.990, , 1961.781, , 25.524, P, 110.475, , 507.650, 
01/01/2019 11:34, 2019, 1, 1, 11, 34, 228.130, , 507.732, , -99.990, , 78.800, , 332.887, , -99.990, , 1938.126, , 19.478, P, 101.401, , 521.952, 
01/01/2019 12:14, 2019, 1, 1, 12, 14, 227.770, , 507.702, , -99.990, , 78.416, , 332.912, , -99.990, , 1951.517, , 24.099, P, 102.309, , 522.004, 
01/01/2019 12:55, 2019, 1, 1, 12, 55, 228.945, , 507.748, , -99.990, , 78.772, , 332.923, , -99.990, , 1933.476, , 16.913, P, 100.134, , 533.443, 
01/01/2019 13:35, 2019, 1, 1, 13, 35, 228.081, , 507.871, , -99.990, , 78.115, , 332.878, , -99.990, , 1931.275, , 16.056, , 100.871, , 528.509, 
01/01/2019 14:15, 2019, 1, 1, 14, 15, 228.423, , 507.855, , -99.990, , 78.196, , 332.791, , -99.990, , 1928.479, , 15.142, , 100.533, , 532.289, 
